"trial","stopped_at_n","T1_","T2_"
228,100,0.707526327719587,0.249190318140169
229,100,0.844726706522386,0.0944351975067976
230,100,0.886902411876615,0.0944351975067976
231,100,0.886902411876615,0.0944351975067976
232,100,0.707526327719587,0.140876895250788
233,120,0.708546890861298,0.240688803277161
234,100,0.736087993766994,0.183336536212048
235,100,0.773338457939277,0.169497988802976
236,100,0.791590827242769,0.110542589942173
237,100,0.844726706522386,0.037639602194323
238,100,0.678449052070387,0.210270562759469
239,100,0.745491300660262,0.155362118432104
240,100,0.870285929038392,0.0944351975067976
241,100,0.80958168899613,0.110542589942173
242,100,0.773338457939277,0.196917161866264
243,100,0.707526327719587,0.183336536212048
244,100,0.773338457939277,0.0944351975067976
245,100,0.745491300660262,0.140876895250788
246,100,0.754834749885384,0.0588903835656225
247,100,0.678449052070387,0.140876895250788
248,130,0.755788140127558,0.213101900645998
249,100,0.81847528303085,0.125971102622046
250,100,0.782496648004959,0.0944351975067976
